-169.243  54.429 19 185 2110 728
-174.006  51.130 19 186 4522 926
-173.953  51.110 19 187 4567 370
 178.659  53.754 19 188 2649 638
 170.223  54.036 19 189 3437 871
 171.640  55.559 19 190 3875 627
 168.179  56.945 19 191 3854 919
 168.179  56.945 19 191A 3860 50
 168.179  56.945 19 191B 3860 9
 164.714  53.010 19 192 3014 942
 164.714  53.010 19 192A 3014 1057
 155.871  45.803 19 193 4811 71
 148.811  33.978 20 194 5754 256
 146.979  32.773 20 195 5968 310
 146.979  32.773 20 195A 5968 283
 146.979  32.773 20 195B 5968 392
 148.575  30.116 20 196 6194 377
 147.674  30.291 20 197 6153 283
 154.584  25.826 20 198A 5958 258
 156.172  13.513 20 199 6100 456
 156.783  12.837 20 200 1479 114
 156.783  12.837 20 200A 1479 132
 156.743  12.832 20 201 1564 96
 156.952  12.815 20 202 1515 154
-177.546 -22.154 21 203 2720 409
-174.112 -24.954 21 204 5354 160
-174.112 -24.954 21 204A 5354 95
 177.899 -25.517 21 205 4320 355
 165.452 -32.013 21 206 3196 416
 165.452 -32.013 21 206A 3196 100
 165.452 -32.013 21 206B 3196 220
 165.452 -32.013 21 206C 3196 734
 165.434 -36.962 21 207 1389 47
 165.434 -36.962 21 207A 1389 513
 161.221 -26.110 21 208 1545 594
 152.188 -15.937 21 209 1428 344
 152.188 -15.937 21 209A 1428 9
 152.896 -13.767 21 210 4643 711
 102.699  -9.775 22 211 5518 447
  99.297 -19.189 22 212 6233 521
  93.896 -10.212 22 213 5601 172
  93.896 -10.212 22 213A 5601 130
  88.718 -11.337 22 214 1655 500
  86.792  -8.122 22 215 5309 175
  90.208   1.462 22 216 2237 478
  90.208   1.462 22 216A 2237 158
  90.539   8.926 22 217 3010 614
  90.539   8.926 22 217A 3010 664
  86.283   8.007 22 218 3749 773
  72.878   9.029 23 219 1764 273
  72.878   9.029 23 219A 1764 411
  70.984   6.516 23 220 4036 350
  68.406   7.970 23 221 4650 270
  61.509  20.091 23 222 3546 1300
  60.130  18.750 23 223 3633 740
  59.702  16.542 23 224 2500 792
  38.252  21.310 23 225 1228 230
  38.082  21.342 23 226 2169 14
  38.133  21.331 23 227 1795 359
  39.003  19.086 23 228 1038 325
  42.191  14.768 23 229 852 108
  42.191  14.768 23 229A 852 212
  41.834  15.317 23 230 832 9
  48.245  11.890 24 231 2152 584
  51.914  14.482 24 232 1743 174
  51.914  14.483 24 232A 1726 434
  52.135  14.328 24 233 1839 176
  52.135  14.328 24 233A 1839 271
  51.225   4.483 24 234 4721 247
  51.225   4.483 24 234A 4721 247
  52.694   3.234 24 235 5130 684
  57.648  -1.677 24 236 4487 328
  58.125  -7.083 24 237 1623 694
  70.526 -11.153 24 238 2832 586
  51.679 -21.294 25 239 4971 326
  50.054  -3.487 25 240 5082 195
  50.054  -3.487 25 240A 5082 202
  44.679  -2.371 25 241 4054 1174
  41.821 -15.844 25 242 2275 676
  41.400 -22.908 25 243 3879 32
  41.433 -22.931 25 244 3768 27
  52.302 -31.534 25 245 4857 396
  52.302 -31.534 25 245A 4857 149
  45.160 -33.620 25 246 1030 203
  45.011 -33.626 25 247 944 26
  37.475 -29.530 25 248 4994 434
  36.077 -29.950 25 249 2098 412
  39.369 -33.462 26 250 5119 65
  39.369 -33.462 26 250A 5119 738
  49.486 -36.504 26 251 3499 88
  49.486 -36.504 26 251A 3499 499
  59.239 -37.041 26 252 5032 247
  87.366 -24.878 26 253 1962 559
  87.895 -30.969 26 254 1253 344
  93.729 -31.131 26 255 1144 108
 100.774 -23.456 26 256 5361 270
 108.350 -30.986 26 257 5278 326
 112.474 -33.795 26 258 2793 525
 112.474 -33.795 26 258A 2793 124
 112.474 -33.795 26 258B 2793 10
 112.696 -29.617 27 259 4696 346
 110.299 -16.145 27 260 5702 331
 117.893 -12.947 27 261 5667 580
 123.846 -10.870 27 262 2298 442
 110.963 -23.324 27 263 5048 746
 112.045 -34.969 28 264 2876 216
 112.045 -34.969 28 264A 2876 158
 109.946 -53.541 28 265 3581 462
 110.112 -56.402 28 266 4167 384
 104.488 -59.262 28 267 4522 220
 104.488 -59.262 28 267A 4522 70
 104.488 -59.262 28 267B 4522 323
 105.156 -63.950 28 268 3529 474
 140.070 -61.676 28 269 4282 398
 140.070 -61.676 28 269A 4282 958
-178.503 -77.441 28 270 633 422
-175.048 -76.721 28 271 562 265
-176.760 -77.127 28 272 619 443
 174.626 -74.538 28 273 491 76
 174.626 -74.538 28 273A 491 346
 173.427 -68.997 28 274 3305 421
 176.316 -50.439 29 275 2800 62
 176.807 -50.802 29 276 4671 23
 166.191 -52.224 29 277 1214 472
 160.071 -56.557 29 278 3675 438
 160.071 -56.557 29 278A 3675 34
 162.635 -51.336 29 279 3341 1
 162.635 -51.336 29 279A 3341 202
 147.235 -48.957 29 280 4176 6
 147.235 -48.957 29 280A 4176 524
 147.764 -47.997 29 281 1591 169
 147.764 -47.997 29 281A 1591 46
 143.486 -42.246 29 282 4202 310
 154.283 -43.910 29 283 4729 592
 154.283 -43.910 29 283A 4729 20
 167.680 -40.508 29 284 1066 208
 167.680 -40.508 29 284A 1066 75
 175.804 -26.819 30 285 4658 84
 175.804 -26.819 30 285A 4658 584
 166.370 -16.532 30 286 4465 706
 153.266 -13.911 30 287 4632 252
 161.826  -5.973 30 288 3000 238
 161.826  -5.973 30 288A 3000 989
 161.826  -5.973 30 288B 3000 150
 161.826  -5.973 30 288C 3000 150
 158.512  -0.499 30 289 2206 1271
 133.468  17.747 31 290 6062 255
 133.468  17.747 31 290A 6062 140
 127.831  12.807 31 291 5217 126
 127.831  12.807 31 291A 5217 114
 124.651  15.819 31 292 2943 443
 124.094  20.354 31 293 5599 564
 131.536  22.579 31 294 5784 118
 131.367  22.563 31 295 5808 158
 133.525  29.340 31 296 2920 1087
 134.165  30.873 31 297 4458 680
 134.165  30.873 31 297A 4458 200
 133.604  31.715 31 298 4628 611
 133.604  31.715 31 298A 4628 98
 137.662  39.495 31 299 2599 532
 136.105  41.049 31 300 3427 117
 134.048  41.062 31 301 3520 497
 136.900  40.336 31 302 2399 531
 154.451  40.808 32 303 5609 229
 154.451  40.808 32 303A 5609 293
 155.070  39.338 32 304 5630 347
 157.850  32.002 32 305 2903 640
 157.478  31.867 32 306 3399 475
 161.005  28.588 32 307 5696 316
 172.150  34.982 32 308 1331 68
