#Total number of fault_segments=     1
#Fault_segment =   1 nx(Along-strike)=  30 Dx= 15.00km ny(downdip)=  15 Dy= 12.00km
#Boundary of Fault_segment     1
#Lon.  Lat.  Depth
95.05957  2.10917  6.60762
92.46840  5.19209  6.60762
93.67144  6.19988 40.49530
96.26260  3.11697 40.49530
95.05957  2.10917  6.60762
#Lon. Lat. depth slip rake strike dip
5.00588  94.45335  36.83177 1163.91394   78.58239 320.0  11.0
5.10922  94.36650  36.83177 1138.52722   73.86176 320.0  11.0
5.21256  94.27965  36.83177 1005.88538   78.82871 320.0  11.0
5.31590  94.19279  36.83177  849.95746   90.65061 320.0  11.0
5.41924  94.10593  36.83177  675.98718  104.01743 320.0  11.0
5.52257  94.01908  36.83177  542.18512  109.38190 320.0  11.0
5.62591  93.93223  36.83177  430.99182  103.49146 320.0  11.0
5.72925  93.84537  36.83177  392.86673   95.98962 320.0  11.0
5.83259  93.75851  36.83177  342.43634  100.63901 320.0  11.0
5.93593  93.67166  36.83177  313.94839   98.43398 320.0  11.0
6.03926  93.58481  36.83177  207.49628  100.42397 320.0  11.0
3.11056  96.18488  39.12148  649.95453   77.45340 320.0  11.0
3.21389  96.09802  39.12148  815.85760   78.92854 320.0  11.0
3.31723  96.01117  39.12148  607.49994   83.96024 320.0  11.0
3.42057  95.92432  39.12148  438.59967   93.62495 320.0  11.0
3.52391  95.83746  39.12148  360.01212   88.45457 320.0  11.0
3.62725  95.75060  39.12148  435.82004   93.97701 320.0  11.0
3.73058  95.66375  39.12148  346.38306   95.31589 320.0  11.0
3.83392  95.57690  39.12148  190.68245  108.62571 320.0  11.0
3.93726  95.49004  39.12148  137.89438  121.08658 320.0  11.0
4.04060  95.40318  39.12148  340.35773  111.87267 320.0  11.0
4.14394  95.31633  39.12148  741.85870   94.50367 320.0  11.0
4.24727  95.22948  39.12148  897.38580  101.72269 320.0  11.0
4.35061  95.14262  39.12148  884.60211  106.73132 320.0  11.0
4.45395  95.05577  39.12148  762.53253  102.47587 320.0  11.0
4.55729  94.96891  39.12148  584.21301   91.22617 320.0  11.0
4.66063  94.88206  39.12148  456.59616   92.14187 320.0  11.0
4.76396  94.79520  39.12148  537.69482   82.31951 320.0  11.0
4.86730  94.70835  39.12148  671.30170   79.12771 320.0  11.0
4.97064  94.62149  39.12148  733.80927   80.07186 320.0  11.0
5.07398  94.53464  39.12148  749.02161   76.71486 320.0  11.0
5.17732  94.44778  39.12148  715.64154   68.95809 320.0  11.0
5.28065  94.36093  39.12148  616.76062   78.17854 320.0  11.0
5.38399  94.27408  39.12148  516.64362   93.66096 320.0  11.0
5.48733  94.18722  39.12148  452.72476  114.03357 320.0  11.0
5.59067  94.10036  39.12148  392.66211  117.98976 320.0  11.0
5.69401  94.01351  39.12148  323.88284  110.11781 320.0  11.0
5.79734  93.92666  39.12148  273.22824  106.66356 320.0  11.0
5.90068  93.83981  39.12148  242.91679  104.69257 320.0  11.0
6.00402  93.75294  39.12148  203.74890  103.74509 320.0  11.0
6.10736  93.66609  39.12148  127.87489  110.32715 320.0  11.0
