>HAVE_INCLUDES +proj4=latlong
> INCLUDE=C:\SVN\mironeWC\data\isocs\c2a_EU_LO.dat
> INCLUDE=C:\SVN\mironeWC\data\isocs\c2a_LO_EU.dat
> INCLUDE=C:\SVN\mironeWC\data\isocs\c2_EU_NA.dat
> INCLUDE=C:\SVN\mironeWC\data\isocs\c2_NA_EU.dat
> INCLUDE=C:\SVN\mironeWC\data\isocs\c2a_EU_NA.dat
> INCLUDE=C:\SVN\mironeWC\data\isocs\c2a_NA_EU.dat
> INCLUDE=C:\SVN\mironeWC\data\isocs\c3_NA_EU.dat
> INCLUDE=C:\SVN\mironeWC\data\isocs\c3_EU_NA.dat
> INCLUDE=C:\SVN\mironeWC\data\isocs\c3a_EU_NA.dat
> INCLUDE=C:\SVN\mironeWC\data\isocs\c3a_NA_EU.dat
> INCLUDE=C:\SVN\mironeWC\data\isocs\c4_NA_EU.dat
> INCLUDE=C:\SVN\mironeWC\data\isocs\c4_EU_NA.dat
> INCLUDE=C:\SVN\mironeWC\data\isocs\c4a_NA_EU.dat
> INCLUDE=C:\SVN\mironeWC\data\isocs\c4a_EU_NA.dat
> INCLUDE=C:\SVN\mironeWC\data\isocs\c2_NA_AF.dat
> INCLUDE=C:\SVN\mironeWC\data\isocs\c2_AF_NA.dat
> INCLUDE=C:\SVN\mironeWC\data\isocs\c2a_NA_AF.dat
> INCLUDE=C:\SVN\mironeWC\data\isocs\c2a_AF_NA.dat
> INCLUDE=C:\SVN\mironeWC\data\isocs\c3_AF_NA.dat
> INCLUDE=C:\SVN\mironeWC\data\isocs\c3_NA_AF.dat
> INCLUDE=C:\SVN\mironeWC\data\isocs\c3a_AF_NA.dat
> INCLUDE=C:\SVN\mironeWC\data\isocs\c3a_NA_AF.dat
> INCLUDE=C:\SVN\mironeWC\data\isocs\c4_AF_NA.dat
> INCLUDE=C:\SVN\mironeWC\data\isocs\c4_NA_AF.dat
> INCLUDE=C:\SVN\mironeWC\data\isocs\c4a_AF_NA.dat
> INCLUDE=C:\SVN\mironeWC\data\isocs\c4a_NA_AF.dat
> INCLUDE=C:\SVN\mironeWC\data\isocs\c5c_AF_NA.dat
-69.00941  29.321561
-68.92356  29.410794
-68.90688  29.503960
-68.88779  29.621130
-68.87348  29.754980
-68.80193  29.901578
-68.71608  30.022681
-68.63022  30.156531
-68.58014  30.303129
-68.53721  30.449727
-68.52046  30.607750
-68.44420  30.749296
-68.32973  30.883146
-68.24538  31.024150
-68.12094  31.217310
-68.03580  31.385390
-67.99346  31.535358
-67.98013  31.648790
-68.02924  31.783937
-67.98631  31.936908
-67.90046  32.051637
-67.77883  32.159992
-67.67151  32.351207
-67.61663  32.514290
-67.54273  32.650776
-67.37531  33.006258
-67.26950  33.234260
-67.10344  33.375940
-67.05992  33.505200
-66.98132  33.715920
-66.93173  33.822107
-66.76002  34.077060
-66.67350  34.227680
-66.50961  34.344760
-66.40497  34.427540
-66.29362  34.532900
-66.09059  34.608160
-65.93995  34.773730
-65.74693  35.009870
-65.46790  34.952506
-65.23180  35.035365
-65.01431  35.300833
-64.45553  35.576707
-63.45461  35.617378
-63.38306  35.776724
-63.29721  35.942443
-63.08257  36.140031
-63.01818  36.305751
-62.89655  36.401358
-62.81070  36.554330
-62.19541  36.775961
-61.90207  37.011793
-61.70890  37.171138
-61.53867  37.251490
-61.28678  37.419717
-61.10791  37.636427
-60.74589  37.899292
-57.87094  38.387320
-57.11996  38.656932
-56.69068  38.790782
-56.36454  38.979350
-55.86791  39.239182
-55.68339  39.398000
-55.47441  39.583369
-55.12813  39.987608
-54.92365  40.080340
-54.61300  40.153327
-54.40552  40.325421
-54.10788  40.479931
-53.65429  40.644112
-53.27080  40.754005
-52.61973  40.932472
> M22 NORTH AMERICA/AFRICA FIN"-18.0 66.3 62.47 152.03" STG1"-86.1 -5.8 156.2 152.03 1.673" STG2_M22-M25"-88.9 -12.5 156.2 152.03 1.463 7.330"
-72.77772  23.576946
-72.76341  23.666179
-72.61392  24.091330
-72.36276  24.290814
-72.20536  24.501150
-72.14890  24.683360
-72.12925  24.766140
-72.09088  25.009602
-72.01218  25.564124
-71.97785  25.809802
-71.89914  26.096624
-71.85622  26.345203
-71.38402  26.784997
-71.22518  27.882743
-71.17957  28.062240
-71.14682  28.177630
-70.81881  28.466233
-70.75441  28.606457
-70.76157  28.867784
-70.79315  29.080730
-70.63851  29.325308
-70.57701  29.474590
-70.49842  29.620090
-70.18061  30.064671
-70.17094  30.192050
-70.10907  30.300502
-69.98744  30.478969
-69.90896  30.643600
-69.81430  30.734555
-69.74522  30.958730
-69.72272  31.109977
-69.67980  31.218332
-69.61540  31.339435
-69.52239  31.473285
-69.50944  31.631040
-69.40077  31.860636
-69.33915  32.127740
-69.29331  32.182930
-69.26483  32.364168
-69.22781  32.524100
-69.12889  32.695606
-69.07717  32.821900
-68.93308  32.947330
-68.84794  33.112900
-68.74970  33.238330
-68.68420  33.373800
-68.61871  33.454070
-68.49929  33.562446
-68.39197  33.721791
-68.35672  33.875520
-68.35017  33.945760
-68.26503  33.990920
-68.29778  34.312020
-68.22573  34.427420
-68.04890  34.603020
-67.85896  34.758550
-67.78037  34.863910
-67.46599  34.969280
-67.32165  35.066542
-67.11886  35.285360
-67.04978  35.366111
-66.96392  35.474466
-66.60800  35.516150
-66.42461  35.631550
-66.24778  35.812170
-66.03819  36.007840
-65.80918  36.178487
-65.73037  36.293820
-65.60455  36.366801
-65.01502  36.235852
-64.92477  36.381620
-64.85928  36.456880
-64.57110  36.642520
-64.41391  36.777990
-64.25234  36.940445
-64.08779  37.029678
-63.92270  37.048920
-63.35944  37.159300
-63.30078  37.284631
-62.86822  37.505480
-62.79618  37.605830
-62.74845  37.738621
-62.56694  37.809030
-59.87509  38.651920
-59.42972  38.747250
-58.70183  38.914877
-57.83164  39.208830
-57.42557  39.435330
-56.92780  39.555750
-56.50967  39.869559
-56.28595  40.077540
-56.08755  40.315726
-55.68339  40.488950
-55.16461  40.870248
-54.95999  40.946673
-54.46347  41.157070
-54.32604  41.265750
-54.07221  41.281670
-53.92812  41.402090
-53.82333  41.432190
-53.57445  41.462290
-53.37796  41.582710
-53.10696  41.641420
-52.83509  41.705158
-52.44874  41.768896
-52.13394  41.883625
> M25 NORTH AMERICA/AFRICA FIN"-15.0 67.05 64.61 156.17"
-64.17813  38.131670
-64.31567  37.991180
-64.55145  37.830630
-64.70209  37.715240
-65.13436  37.760390
-65.34394  37.695540
-65.53388  37.524950
-65.70417  37.414570
-65.95871  37.231148
-66.12989  37.148660
-66.48814  37.020812
-66.86998  36.742260
-67.37430  36.310780
-67.50529  36.230510
-67.59698  36.145210
-67.89187  36.331052
-68.04235  36.275660
-68.14714  36.165280
-68.28468  36.069960
-68.44842  35.909410
-68.57286  35.794010
-68.61448  35.711404
-68.69318  35.596675
-68.83524  35.498690
-68.92213  35.316227
-69.05091  35.163255
-69.11530  35.074022
-69.22977  34.959293
-69.39810  34.685200
-69.60768  34.339010
-69.71628  34.092453
-69.77352  33.920360
-69.86312  33.729420
-69.93092  33.595295
-70.00066  33.493610
-69.98101  33.428390
-70.13840  33.314847
-70.20279  33.200119
-70.25288  33.091764
-70.39024  32.722840
-70.55736  32.344670
-70.58342  32.223795
-70.68358  31.981590
-70.73366  31.803123
-70.91253  31.613796
-71.04846  31.133872
-71.08424  31.025517
-71.22542  30.897200
-71.25816  30.746680
-71.27126  30.596160
-71.27781  30.465710
-71.30401  30.390460
-71.52014  30.137090
-71.52014  29.941410
-71.91417  29.593295
-71.90657  29.454740
-71.88692  29.284160
-71.89986  29.113371
-71.93931  28.932950
-71.93931  28.772400
-71.97140  28.515684
-72.03579  28.241609
-72.35848  27.485480
-72.66540  27.206711
-72.75125  26.879565
-72.90864  26.697780
-73.06605  26.500169
-73.17337  26.347197
-73.25207  26.191193
-73.33077  26.038221
-73.50964  25.617549
-73.13044  25.219031
-73.13788  25.079720
-73.20992  24.939240
-73.29507  24.823840
-73.39986  24.708450
-73.57015  24.527830
-73.81248  24.312090
-73.85833  24.216760
> 5 GREENLAND/EURASIA
-10.231	82.369
-8.766	82.211
-8.868	82.013
-7.485	81.941
-6.418	81.290
-5.119	81.226
-5.336	80.678
-0.135	80.098
-0.637	79.715
2.896	79.316
2.063	78.590
5.197	78.156
4.380	77.431
5.476	77.214
4.601	76.433
4.591	76.217
4.702	76.034
4.839	75.835
5.130	75.597
5.523	75.301
5.860	75.119
6.210	74.969
6.724	74.795
6.780	74.730
6.826	74.598
6.782538 74.369167
6.428322 74.255324
6.219960 74.094605
5.836000 74.025000
5.376093 73.840133
5.121000 73.784000
4.834351 73.672717
4.334282 73.585661
3.746000 73.508000
3.500833 73.391459
3.219544 73.324492
2.427767 73.264223
2.083969 73.197256
1.552645 73.103503
1.156757 73.043234
0.885886 72.989661
0.281636 72.875818
-0.187180 72.815548
-0.728921 72.728492
-1.343590 72.641436
-1.708224 72.574469
-2.010349 72.527593
-3.041743 72.373570
-3.448000 72.335000
-3.687666 72.266424
-4.312752 72.212851
-4.838000 72.096000
-5.521254 71.904806
-6.052577 71.871323
-6.844354 71.784266
-7.594000 71.752000
-8.121000 71.667000
-8.646000 71.570000
-8.847000 71.538000
-8.966000 71.513000
-9.432000 71.460000
> 6 GREENLAND/EURASIA
3.285000    78.462000
2.113000    78.072000
3.844000    77.796000
2.164000    77.101000
3.044000    76.947000
0.443000    75.861000
4.932190    74.645425
4.767965    74.535537
4.632721    74.445041
4.439515    74.341617
4.198007    74.244657
4.111065    74.173553
3.927519    74.147697
3.637710    74.031345
3.135375    73.973169
2.874546    73.921457
2.633039    73.863281
2.372211    73.805105
1.914167    73.763089
1.662999    73.698449
1.402171    73.640273
0.928816    73.588561
0.407160    73.556241
0.127012    73.498065
-0.153137   73.426961
-0.867999   73.317073
-1.399316   73.252433
-1.917582   73.136081
-2.593803   73.000337
-3.105799   72.942161
-3.646775   72.825809
-3.904213   72.793489
-4.754319   72.670673
-5.730010   72.489681
-6.367590   72.431505
-6.927887   72.289297
-7.724041   72.172944
-8.236037   72.088912
-8.545167   72.030736
-9.131000   71.996000
-9.540178   71.972560
-9.974891   71.927312
> 6 GREENLAND/JAN MAYEN
-19.849373  71.295653
-19.839762  70.980542
-19.839762  70.832632
-19.974313  70.665430
-20.156917  70.549675
-20.358743  70.440350
-20.454850  70.337457
-20.618233  70.266717
-20.791226  70.176686
-21.164226  69.844145
-21.357432  69.727793
-21.579619  69.592049
-21.879088  69.372273
-22.072294  69.197745
-22.190478  69.052305
-22.429725  68.868081
-22.690553  68.583665
-22.574630  68.712945
-22.845118  68.396209
-22.922401  68.234609
-22.961042  68.047153
-23.163908  67.924337
-23.265000  67.615000
-23.269000  67.460000
-23.311000  67.243000
-23.356000  67.106000
-23.387000  66.968000
-23.479000  66.807000
-23.523000  66.650000
-23.593000  66.518000
> 13 GREENLAND/EURASIA
0.316000    78.228000
-1.106000   77.612000
-0.348000   77.306000
-1.909000   76.695000
2.207       74.694   
1.440000    74.524000
0.822406    74.433729
0.328601    74.336769
-0.038490   74.252737
-0.328299   74.201025
-0.685731   74.142849
-1.014181   74.078209
-1.226707   74.032961
-1.574478   74.000641
-2.472886   73.858433
-2.907599   73.800257
-3.284351   73.722689
-3.419595   73.690369
-3.989553   73.593409
-4.327664   73.561089
-4.772037   73.502913
-5.303354   73.405953
-5.875061   73.318689
-6.221082   73.263745
-6.636475   73.186177
-6.955265   73.134465
-7.500252   73.089217
-7.828702   73.024577
-8.099190   72.972865
-8.408320   72.934081
-8.562885   72.901761
-9.472702   72.698145
-9.917076   72.646433
-10.187564  72.555937
-10.564316  72.497761
-10.931408  72.426657
-12.457735  72.155168
> 13 GREENLAND/ROCKALL STG 150.76108 39.54482 39.1300 33.2500 -0.8249 C13-C18
-26.815870  66.493810
-27.159670  66.246030
-27.763920  65.897800
-28.336920  65.522790
-29.027120  65.049050
-29.464680  64.747700
-29.902240  64.453050
-30.350220  64.093310
-30.631510  63.892410
-30.704430  63.805350
-31.652480  63.021850
-32.017120  62.800860
-32.599313  62.441389
-32.985725  62.286253
-33.149950  62.085869
-33.381797  61.985677
-33.478400  61.862861
-33.903454  61.707725
-34.115980  61.513805
-34.154621  61.384525
-34.202923  61.261709
-34.782541  60.957901
-34.859823  60.854477
-35.182623  60.793068
-35.230924  60.625004
-35.277990  60.498830
-35.598016  60.385836
-35.607676  60.191916
-35.944740  60.080420
-36.017670  59.953190
-36.254916  59.713580
-36.567230  59.651030
-36.577640  59.543890
-36.890190  59.403260
-36.960118  59.274028
-37.015210  59.142090
-37.046460  59.014850
-37.088130  58.901010
-37.632480  58.681630
-37.700200  58.561090
-38.202870  58.405460
-38.296630  58.291620
-38.317470  58.117500
-38.317470  58.017050
-39.139956  57.712971
-39.767875  57.460875
-39.809860  57.356640
-39.856750  57.242790
-39.914050  57.068680
-40.888470  56.950219
-40.929810  56.817560
-40.950650  56.710410
-40.939701  56.509051
-40.908980  56.362190
> 18 GREENLAND/EURASIA
-1.889000   79.244000
-2.525000   78.930000
-0.750000   78.310000
-1.616000   77.878000
-1.051000   77.665000
-2.989000   76.855000
1.638828    74.980892
1.461029    74.980892
1.206344    74.964815
0.230853    74.813690
0.043443    74.781535
-0.831135   74.649703
-1.158862   74.582179
-1.451990   74.537163
-1.687453   74.482501
-1.783561   74.485716
-2.337140   74.355052
-3.053141   74.248943
-3.528874   74.203927
-3.990190   74.136403
-4.085817   74.120326
-4.349632   74.068879
-4.878704   74.001355
-5.350111   73.962770
-5.648045   73.933831
-5.989226   73.908108
-6.354435   73.863092
-6.921469   73.750552
-7.267456   73.670167
-7.522141   73.602643
-7.781632   73.541550
-8.021900   73.544765
-8.093981   73.509395
-8.324639   73.474026
-8.584610   73.389156
-8.887349   73.318416
-9.156450   73.250893
-9.622571   73.196230
-10.103109  73.135137
-10.790278  73.019382
-11.010364  72.955074
-11.255438  72.932566
-11.414015  72.877903
-11.577398  72.813595
-11.779224  72.749286
-12.033909  72.713917
-12.240540  72.678547
-12.562500  72.578869
-12.927709  72.482406
-13.158848  72.437491
-13.465431  72.447981
-13.638424  72.447981
-13.869082  72.480135
-14.205458  72.415827
-14.416895  72.351518
-15.339527  72.165024
> 18 GREENLAND/ROCKALL -64.64406 35.90393 49.37 39.13 1.8041 C18-C22
-29.63398 65.49156
-30.26427 65.23133
-30.40491 65.03713
-30.72787 64.80944
-31.00916 64.49805
-31.11334 64.43778
-31.17064 64.33398
-31.40505 64.14983
-31.82959 63.88866
-31.91814 63.79156
-32.26194 63.45873
-32.78806 63.18417
-33.07455 62.99332
-33.19436 62.84264
-33.72048 62.57813
-33.88717 62.39491
-34.04344 62.31120
-34.12157 62.27437
-34.37682 62.08017
-34.64248 61.88262
-34.76750 61.80895
-34.94461 61.67837
-35.26236 61.51430
-35.34570 61.38706
-35.52300 61.26000
-35.65825 61.24952
-35.70513 61.19594
-35.78847 61.17585
-35.93433 61.01848
-36.02809 60.94482
-36.30938 60.80419
-36.39793 60.72048
-36.47607 60.63678
-36.67401 60.41579
-36.81400 60.31900
-36.91363 60.17471
-37.05948 60.04747
-37.47100 59.69925
-37.73145 59.42669
-38.12734 59.15213
-38.37216 58.98137
-38.68471 58.74029
-38.76284 58.66757
-39.14831 58.41309
-39.37751 58.24903
-39.55983 58.09500
-39.82549 57.91419
-40.25784 57.68986
-40.503840  57.563378
-40.628780  57.492638
-40.796968  57.357591
-40.835411  57.058556
-41.777265  57.000679
> 20 GREENLAND/EURASIA
-15.563938  72.426453
-15.093011  72.497193
-14.453896  72.564717
-14.045439  72.632241
-13.646593  72.715842
-13.118002  72.828381
-12.993062  72.850889
-12.618243  72.931275
-12.202578  73.008445
-11.943087  73.092046
-11.803731  73.140278
-11.649959  73.185294
-11.467355  73.252817
-11.106952  73.329988
-10.789797  73.413589
-10.446693  73.443796
-10.091095  73.495243
-9.668222   73.607783
-9.389510   73.694599
-8.957027   73.784631
-8.788838   73.807139
-8.567791   73.845724
-8.226609   73.884309
-7.717240   74.003280
-7.232858   74.074019
-6.910897   74.090097
-6.021903   74.186559
-5.709553   74.283022
-5.440452   74.318392
-4.893600   74.347331
-4.701385   74.389131
-4.052660   74.456655
-3.813352   74.529341
-3.173276   74.562764
-2.925318   74.580788
-2.709557   74.693039
-2.565396   74.766994
-2.113690   74.831302
-1.272269   74.940915
-1.022870   74.979212
-0.488512   75.049951
-0.051223   75.117475
0.323596    75.165706
0.918983    75.198149
> 20 GREENLAND/ROCKALL
-41.412057  57.290067
-41.114123  57.560163
-40.998794  57.669487
-40.873855  57.753088
-40.212154  58.004670
-40.144879  58.072194
-39.989665  58.267556
-39.770060  58.435537
-39.654731  58.528784
-39.577845  58.605954
-39.342381  58.766726
-39.116529  58.956436
-38.996394  59.046467
-38.900287  59.139715
-38.678278  59.314617
-38.505285  59.507542
-38.303459  59.671529
-38.188130  59.761560
-38.077606  59.835515
-37.856559  60.063810
-37.697981  60.160273
-37.577847  60.221366
-37.389476  60.425207
-37.226094  60.605271
-37.081932  60.756395
-36.947382  60.859289
-36.860885  60.933244
-36.577368  61.167970
-36.327488  61.351249
-36.089142  61.526540
-35.704711  61.709819
-35.512496  61.896314
-35.224174  62.066731
-34.892603  62.282165
-34.724415  62.420428
-34.652334  62.465444
-34.457716  62.608191
-34.404857  62.646777
-34.082897  62.765747
-34.006011  62.826840
-33.395728  63.264138
-33.251567  63.325231
-33.179486  63.402401
-32.886358  63.524587
-32.641284  63.711082
-32.487993  63.821286
-32.324610  63.953118
-31.930569  64.319677
-31.714327  64.538326
-31.589387  64.686235
-31.246283  65.076960
-30.861853  65.411364
-30.573531  65.578566
-30.323651  65.707183
-29.996886  65.861523
> 21 GREENLAND/EURASIA
-16.302525  72.522037
-16.062256  72.599207
-15.735490  72.694314
-15.476000  72.758623
-15.081959  72.856441
-14.880133  72.920749
-14.524535  72.959334
-14.280422  73.042935
-13.813340  73.170197
-13.467353  73.253798
-13.130976  73.350261
-12.736935  73.454510
-12.390948  73.550972
-12.112237  73.589557
-11.896956  73.660297
-11.022377  73.813282
-10.636986  73.859653
-10.484175  73.980484
-10.080524  74.038361
-9.686483   74.115532
-9.292442   74.179840
-8.783072   74.277658
-8.379420   74.327750
-7.985380   74.366335
-7.629782   74.398489
-7.187687   74.488521
-6.630263   74.527106
-6.255444   74.565691
-5.931562   74.620454
-5.515416   74.689233
-5.105037   74.710486
-4.708113   74.792126
-4.268902   74.832672
-3.837379   74.944131
-3.519263   74.980582
-3.086779   75.102768
-2.615852   75.186369
-2.096872   75.282832
-1.597112   75.327847
-0.563475   75.44728032
-0.269263   75.49321581
0.1034058   75.58180567
> 22 GREENLAND/EURASIA
-2.716000   78.943000
-3.386000   78.523000
-2.864000   78.287000
-4.558000   77.554000
-0.461000   75.769000
-2.048818   75.560108
-2.577409   75.527954
-2.878226   75.540815
-3.454871   75.437922
-3.656697   75.425060
-4.415946   75.187119
-4.819598   75.135672
-5.069477   75.090656
-5.636512   74.994193
-5.982499   74.917023
-6.645641   74.826991
-7.000277   74.762683
-7.365486   74.711236
-7.519258   74.685513
-7.942131   74.666220
-8.384226   74.601911
-8.817671   74.569757
-9.163658   74.518310
-9.394316   74.479725
-9.721081   74.415417
-10.455343  74.299662
-11.224203  74.081013
-12.050728  73.965257
-12.262164  73.888087
-12.723480  73.798055
-13.357790  73.630853
-13.799885  73.515098
-14.126650  73.437928
-14.664852  73.283588
-15.126169  73.154971
-15.818143  73.103524
-16.548560  73.077800
> 21 GREENLAND/NORTH AMERICA
-59.762	61.927
-57.465	60.854
-57.318	61.083
-55.484	60.176
-55.294	60.528
-54.042	59.609
-53.359	59.085
-52.723	58.665
-52.033	58.314
-51.343	58.065
-50.828	57.880
-50.205	57.658
-50.038	57.899
-49.431	57.934
-49.089	57.896
-48.428	57.795
-47.636	57.620
-46.880	57.423
-46.453	57.315
-46.071	57.261
-45.703	57.260
-45.462	57.282
-45.288	57.316
-45.130	57.354
-44.839	57.622
-43.716	57.565
-42.882	57.529
> 21 GREENLAND/ROCKALL
-31.70718 65.42165
-32.20725 64.96628
-32.60400 64.66000
-33.06200 64.24800
-33.70300 63.80300
-34.26482 63.40596
-34.56174 63.19502
-34.75968 63.05439
-34.82740 62.94054
-35.26496 62.58201
-35.42644 62.46482
-35.60355 62.31749
-36.00986 62.04293
-36.24427 61.87886
-36.59848 61.69470
-37.07771 61.36657
-37.17669 61.27616
-37.37984 61.14973
-37.77573 60.81490
-37.97367 60.62405
-38.22892 60.40976
-38.48937 60.17537
-38.68731 60.04814
-38.88526 59.81376
-38.94256 59.69523
-39.32282 59.38383
-39.84893 59.02556
-40.01041 58.84475
-40.33858 58.62711
-40.52611 58.48983
-40.65634 58.37264
-40.82824 58.24206
-41.11473 58.08777
-41.43249 57.90696
-41.61480 57.79312
-41.88046 57.63909
-42.17217 57.51186
-42.34407 57.44489
-42.62536 57.36453
-42.75559 57.37792
-42.85456 57.43485
> 22 GREENLAND/ROCKALL
-42.66964 57.77491
-42.50295 57.82179
-42.50295 57.82179
-42.32063 57.90215
-42.22166 57.94903
-42.22166 57.94903
-42.08622 57.97247
-42.08101 57.97581
-42.00288 58.01934
-42.00288 58.01934
-41.82056 58.02269
-41.82056 58.02269
-41.67471 58.08296
-41.55490 58.19345
-41.47155 58.26042
-41.29445 58.39770
-41.23715 58.43453
-41.09650 58.54503
-40.95586 58.64548
-40.95586 58.64548
-40.81521 58.75597
-40.63810 58.86647
-40.63810 58.86647
-40.53913 58.98366
-40.53392 58.98366
-40.36723 59.09750
-40.36202 59.10085
-40.23180 59.20130
-40.04948 59.35224
-39.96614 59.39911
-39.86716 59.48952
-39.58067 59.69377
-39.41919 59.86453
-39.30459 59.99512
-39.23166 60.10226
-39.13790 60.19601
-39.13790 60.19601
-38.99204 60.32995
-38.93474 60.46053
-38.93474 60.46053
-38.78368 60.58777
-38.53365 60.79201
-38.35654 60.95528
-38.09608 61.15618
-37.96586 61.27672
-37.62206 61.53119
-37.48142 61.62159
-37.31473 61.71200
-37.20534 61.74883
-36.96051 61.89950
-36.67401 62.02339
-36.58025 62.10375
-36.52295 62.16067
-36.35105 62.28121
-36.23645 62.38166
-36.16352 62.50019
-35.96558 62.59729
-35.61657 62.79484
> 23 GREENLAND/ROCKALL
-43.04730 57.85005
-42.85977 58.02081
-42.59411 58.10117
-42.22947 58.24180
-41.98985 58.37573
-41.70336 58.59672
-41.66168 58.64360
-41.41686 58.79427
-41.19287 59.00187
-41.02097 59.14585
-40.70843 59.37018
-40.27608 59.75859
-39.94270 59.97422
-39.89581 60.07802
-39.78642 60.35928
-39.78642 60.36262
-39.60411 60.46977
-39.49993 60.58027
-39.11966 60.88858
-39.11966 60.89193
-38.84879 61.07608
-38.84879 61.07608
-38.61439 61.21336
-38.43728 61.45444
-38.22371 61.63190
-37.99451 61.80602
-37.81219 61.97678
-37.41109 62.12076
-36.94228 62.53930
-36.64015 62.66667
> 23 GREENLAND/EURASIA
-16.568742  73.418260
-16.059373  73.418260
-15.515404  73.469707
-15.055049  73.612368
-14.766726  73.650953
-14.459182  73.740985
-13.276099  74.009898
-12.987776  74.074207
-12.460146  74.139698
-12.248709  74.152559
-12.072832  74.273563
-11.659570  74.370026
-11.383742  74.448378
-10.602387  74.601537
-10.246790  74.659414
-10.095901  74.744197
-9.788357   74.731336
-9.480813   74.795644
-9.115604   74.808506
-8.596623   74.885676
-7.981535   74.949985
-7.347226   75.001431
-7.099268   75.009218
-6.762892   75.112111
-6.482258   75.155772
-6.147804   75.202143
-5.715320   75.266452
-5.079088   75.400144
-4.656215   75.438729
-4.396725   75.517255
-4.204510   75.562271
-3.848912   75.652303
-2.974333   75.761627
-2.212755   75.82674025
-1.398768   76.01048219
> 24 GREENLAND/EURASIA
-15.053127  74.202723
-14.649475  74.254170
-14.168938  74.279893
-13.803729  74.331340
-13.357790  74.474102
-13.102144  74.537127
-12.390948  74.685037
-12.016129  74.762207
-9.994027   75.091463
-9.705704   75.155772
-9.475046   75.168634
-9.080044   75.212366
-8.647560   75.257382
-8.225648   75.322974
-7.956547   75.348697
-7.130023   75.477314
-6.547611   75.572494
-6.268899   75.604648
-5.649967   75.734548
-5.346267   75.804004
-4.760011   75.855451
-4.558185   75.926190
-3.825846   75.962440
-3.458715   76.056091
-2.413065   76.200381
-1.970      76.347
> 25 GREENLAND/NORTH AMERICA
-59.361	62.537
-59.177	62.438
-56.644	61.463
-55.832	61.000
-55.062	61.239
-53.424	59.952
-52.510	59.581
-51.978	59.010
-51.623	58.636
-51.497	58.520
-51.320	58.407
-48.655	59.082
-48.013	58.655
-47.462	58.237
-46.962	57.861
-46.420	57.994
> 31 GREENLAND/NORTH AMERICA
-58.009	63.055
-57.561	62.833
-56.439	62.447
-55.038	61.820
-54.462	61.489
-53.887	61.641
-53.152	61.244
-52.374	60.702
-51.782	60.236
-50.951	59.901
-50.536	59.372
-50.286	58.867
-47.118	59.469
-45.731	58.277
> 5 SOUTH AMERICA/AFRICA
-48.144	15.510
-46.312	15.083
-46.263	12.683
-45.474	12.613
-45.474	12.182
-45.100	12.149
-45.143	11.029
-42.331	10.744
-42.344	9.955
-42.111	9.949
-42.123	9.389
-41.903	9.368
-41.917	8.791
-41.397	8.766
-41.412	8.164
-39.506	8.056
-39.488	7.676
-38.164	7.596
-38.140	7.361
-37.376	7.304
-37.352	6.971
-36.678	6.882
-36.669	6.543
-34.938	6.511
-34.894	5.551
-34.307	5.536
-34.200	3.837
-32.327	3.888
-32.111	1.465
-31.438	1.493
-31.274	0.660
-27.870	0.964
-27.706	0.285
-26.449	0.400
-26.011	-1.435
-17.917	-0.098
-17.695	-0.889
-17.473	-0.863
-17.267	-1.482
-17.006	-1.431
-16.869	-1.757
-14.606	-1.274
-13.823	-3.333
> 6 SOUTH AMERICA/AFRICA
-49.453	15.601
-47.684	15.101
-47.740	12.900
-46.921	12.705
-46.941	12.315
-46.529	12.222
-46.626	11.292
-43.807	10.678
-43.825	10.036
-43.599	9.987
-43.617	9.457
-43.411	9.421
-43.436	8.875
-42.898	8.786
-42.940	8.270
-41.026	7.982
-41.021	7.681
-39.689	7.511
-39.686	7.361
-38.898	7.273
-38.881	6.951
-38.200	6.829
-38.212	6.569
-36.458	6.433
-36.447	5.542
-35.847	5.493
-35.803	3.838
-33.895	3.726
-33.747	1.439
-33.040	1.420
-32.980	0.719
-29.482	0.680
-29.352	0.137
-28.078	0.174
-27.770	-1.365
-19.474	-0.714
-19.368	-1.156
-19.140	-1.125
-18.973	-1.717
-18.673	-1.688
-18.548	-2.046
-16.238	-1.674
-15.344	-4.217
> 13 SOUTH AMERICA/AFRICA
-51.317	16.118
-49.725	15.759
-49.764	13.450
-49.005	13.210
-49.066	12.839
-48.682	12.724
-48.769	11.844
-45.972	11.093
-46.006	10.479
-45.784	10.427
-45.840	9.912
-45.626	9.853
-45.632	9.334
-45.127	9.209
-45.176	8.768
-43.284	8.314
-43.282	8.096
-41.986	7.858
-41.990	7.758
-41.158	7.578
-41.155	7.226
-40.480	7.132
-40.480	6.919
-38.769	6.590
-38.793	5.792
-38.179	5.701
-38.146	4.132
-36.265	3.842
-36.194	1.593
-35.506	1.524
-35.450	0.952
-31.892	0.557
-31.813	0.181
-30.542	0.071
-30.294	-1.244
-21.940	-1.211
-21.886	-1.459
-21.669	-1.459
-21.495	-2.051
-21.186	-2.037
-21.125	-2.291
-18.732	-2.208
-17.937	-4.630
> 18 SOUTH AMERICA/AFRICA
-52.337	16.604
-50.669	16.125
-50.828	13.721
-50.066	13.537
-50.124	13.116
-49.730	13.017
-49.838	12.059
-47.029	11.427
-47.094	10.722
-46.855	10.664
-46.896	10.126
-46.675	10.076
-46.739	9.572
-46.209	9.467
-46.278	8.944
-44.358	8.597
-44.371	8.285
