AN  Antarctica    -15.432  123.938  0.0663
AR  Arabia         28.254   28.910  0.5909
AU  Australia      11.303   45.983  0.6547
EU  Eurasia         0.0      0.0    0.0
IN  India          26.110   30.645  0.4699
NZ  Nazca          39.792 -100.188  0.3955
NA  North_America -71.916  -48.886  0.2281
NU  Nubia          -7.506  -21.059  0.0608
PA  Pacific       -61.948  100.858  0.9221
SA  South_America -73.552  124.104  0.2532
SO  Somalia        39.859  -79.581  0.0732
