115.1700 -34.1700
115.6700 -34.3300
116.0800 -34.8300
116.6700 -35.0000
118.3300 -35.0000
119.0000 -34.4200
119.4200 -34.4200
119.7500 -34.0000
120.0800 -33.9200
123.5800 -33.8300
124.0000 -33.5000
124.0800 -33.0000
125.2500 -32.6700
126.2500 -32.1700
127.5000 -32.1700
129.6700 -31.5800
131.3300 -31.5800
132.2500 -32.0000
132.8300 -32.0000
133.9200 -32.3300
134.3300 -32.5800
134.1700 -33.0000
134.8300 -33.2500
135.6700 -35.0000
135.9200 -34.5800
137.2500 -33.6700
137.8300 -32.8300
137.9200 -33.5800
137.5800 -34.0000
137.4200 -34.8300
137.0000 -35.0000
136.9200 -35.2500
137.7500 -35.1700
138.0800 -34.2500
138.5800 -35.0000
138.1700 -35.6700
138.8300 -35.5800
139.3300 -35.9200
139.9200 -36.7500
139.7500 -37.0000
139.9200 -37.3300
140.6700 -38.0000
141.1700 -38.0800
141.4200 -38.4200
141.7500 -38.2500
142.2500 -38.3300
143.5000 -38.8300
144.8300 -37.8300
145.0000 -38.4200
145.5000 -38.2500
145.5800 -38.6700
146.4200 -39.1700
146.8300 -38.6700
148.1700 -37.9200
149.4200 -37.8300
149.9200 -37.5800
150.2500 -35.7500
151.5000 -33.4200
152.2500 -32.7500
152.7500 -31.9200
153.6700 -28.6700
153.1700 -27.0800
153.0800 -26.0800
152.5800 -25.0800
151.8300 -24.0800
151.3300 -23.9200
151.0000 -23.5800
150.8300 -22.6700
150.0000 -22.0800
149.7500 -22.4200
149.1700 -21.0800
148.8300 -20.8300
148.8300 -20.4200
147.8300 -19.8300
147.5000 -19.4200
146.4200 -19.0000
146.0800 -18.3300
146.0800 -17.3300
145.5000 -16.5800
145.3300 -15.0000
144.5800 -14.3300
144.0800 -14.5000
143.7500 -14.3300
143.5800 -13.2500
143.0800 -12.1700
142.8300 -11.0800
142.4200 -10.8300
142.0800 -11.2500
142.0800 -11.8300
141.7500 -12.1700
141.5800 -14.0800
141.6700 -15.0800
141.5000 -16.0800
141.0000 -17.0000
141.0000 -17.5000
140.5000 -17.7500
140.0000 -17.8300
139.4200 -17.4200
139.1700 -17.0000
138.0800 -16.5800
137.3300 -16.0000
136.5800 -16.0000
136.4200 -15.5000
135.5800 -15.0000
136.0000 -14.2500
136.0000 -13.3300
136.5800 -13.3300
136.6700 -12.8300
137.0000 -12.4200
136.5000 -12.0800
136.0800 -12.5800
135.8300 -12.1700
135.2500 -12.3300
133.5000 -11.9200
133.0000 -11.5800
132.3300 -11.4200
132.6700 -11.8300
132.4200 -12.3300
131.0800 -12.3300
130.5000 -12.7500
130.2500 -13.1700
130.4200 -13.5800
129.9200 -13.6700
129.3300 -14.5000
129.8300 -14.8300
129.6700 -15.2500
129.0800 -14.9200
128.6700 -14.9200
128.1700 -15.2500
128.1700 -14.7500
127.4200 -14.0000
126.8300 -13.9200
126.5800 -14.2500
126.0800 -14.3300
125.9200 -14.6700
125.2500 -14.6700
125.1700 -15.0800
124.6700 -15.5000
124.3300 -16.4200
123.7500 -16.1700
123.5800 -16.6700
123.9200 -17.0000
123.5000 -17.5000
123.0000 -16.5000
122.1700 -17.4200
122.3300 -18.1700
121.6700 -19.0800
120.9200 -19.7500
119.1700 -20.0000
118.7500 -20.3300
118.2500 -20.3300
117.7500 -20.6700
116.7500 -20.6700
116.2500 -20.8300
115.5000 -21.5000
114.5800 -21.9200
114.3300 -22.3300
114.0800 -21.8300
113.6700 -22.6700
113.8300 -23.5000
113.4200 -23.9200
113.6700 -25.0000
114.1700 -25.8300
114.1700 -26.4200
113.5000 -25.6700
113.8300 -26.5800
113.3300 -26.1700
113.5000 -26.6700
113.9200 -27.0000
114.1700 -28.0800
114.9200 -29.0800
115.0000 -30.0000
115.8300 -31.7500
115.8300 -33.2500
115.5800 -33.5000
115.1700 -33.5800
115.1700 -34.1700
