#0.00   0.00    0.00    0.0  !EUR-NAM Eurasia-North America
129.9  68.0   -7.8   37
142.8  50.8   -9.8   48
145.0  40.0  -11.4   53
150.1  70.5  -20.3   83
152.9  75.5  -24.2   90
