9.83 46.50 St._Moritz
9.95 57.02 Alborg
10.01 53.55 Hamburg
10.19 36.79 Tunis
10.70 59.91 Oslo
10.88 48.37 Augsburg
11.06 49.44 Nurnberg
11.24 43.77 Florence
11.25 48.18 Ffbruck
11.29 48.12 Gilching
11.32 46.51 Bolzano
11.17 48.00 Herrsching
11.34 48.00 Starnberg
11.38 48.07 Gauting
11.45 47.26 Innsbruck
11.57 48.14 Munich
11.87 45.16 Padua
11.92 50.31 Hof
11.93 57.69 Goteborg
12.00 4.00 Yaounde
12.32 45.43 Venice
12.39 51.33 Leipzig
12.43 43.94 San_Marino
12.50 41.88 Rome
12.58 55.68 Copenhagen
13.06 47.80 Salzburg
13.19 32.88 Tripoli
13.24 -8.82 Luanda
13.41 52.47 Berlin
13.85 45.66 Trieste
14.00 -9.00 Luanda
14.24 40.80 Capri
14.27 40.85 Naples
14.43 50.09 Prague
14.46 45.32 Rijeka
14.46 67.32 Boda
14.51 26.00 Valletta
14.51 35.90 Vallelta
14.51 46.05 Ljubilana
15.00 -5.00 Brazzaville
15.30 -5.32 Kinshasa
15.34 47.08 Graz
15.51 38.18 Messina
15.76 -12.75 Huambo
15.97 45.79 Zagreb
16.00 12.00 Fort-Lamy
16.36 48.21 Vienna
16.47 43.50 Split
16.84 41.12 Bari
17.06 -22.50 Windhoek
18.00 4.00 Bangui
18.06 59.33 Stockholm
18.44 -33.92 CapeTown
19.05 47.51 Budapest
19.13 69.65 Tromso
19.84 41.34 Tirane
19.97 50.06 Krakow
20.46 44.81 Belgrade
21.01 52.24 Warsaw
21.73 63.09 Vaasa
22.95 40.64 Salonika
23.31 42.69 Sofia
23.74 37.97 Athens
24.10 56.93 Riga
24.94 60.16 Helsinki
25.13 35.33 Candia
25.50 -23.00 Gaborone
25.78 66.53 Rovaniem
26.09 44.44 Bucharest
27.55 53.90 Minsk
28.04 -24.39 Johannesburg
28.19 -25.74 Pretoria
28.30 -15.41 Lusaka
28.95 41.01 Istanbul
29.89 31.19 Alexandria
30.20 -2.00 Kigali
30.31 59.93 Leningrad
30.53 50.44 Kiev
30.76 46.46 Odessa
31.03 -29.86 Durban
31.06 -17.81 Salisbury
31.25 30.06 Cairo
32.00 -26.00 Louenco
32.46 0.29 Kampala
32.50 -26.00 Mbabne
32.51 15.59 Khartoum
32.87 39.93 Ankara
33.00 2.00 Kampala
33.08 68.94 Murmansk
33.35 35.16 Nicosia
33.50 44.59 Sevastapol
34.45 31.50 Gaza
34.79 32.07 Tel_Aviv
34.94 29.55 Elat
35.01 32.07 Haifa
35.22 31.78 Jerusalem
35.28 37.01 Adana
35.50 33.90 Beirut
35.94 31.95 Amman
36.00 -15.00 Zomba
36.30 33.52 Damascus
36.33 41.24 Samsun
36.82 -1.28 Nairobi
37.20 18.95 Port
37.62 55.76 Moscow
38.75 9.03 Addis_Abbaba
39.08 21.49 Jiddah
39.29 -6.81 Dar_Es_Salaam
39.66 -4.14 Mombasa
39.83 21.43 Mecca
40.67 64.59 Archangel
42.56 16.89 Jizan
43.00 11.50 Djibouti
44.00 15.50 San_A
44.43 33.34 Baghdad
45.00 2.00 Mogadisco
45.01 12.68 Aden
45.37 2.01 Mogadishu
46.27 38.10 Tabriz
46.69 24.63 Riyadh
47.50 -19.00 Tananarive_Madagas
47.53 -15.91 Antananarivo
48.00 29.00 Kuwait
49.84 40.44 Baku
51.00 26.00 Manama
51.41 35.69 Tehran
51.70 32.70 Isfahan
55.28 -4.35 Victoria
57.50 -20.10 Port_Louis
58.62 23.49 Masqat
62.21 34.48 Herat
65.70 31.66 Qandahar
66.99 24.86 Karachi
68.77 36.23 Baghlan
69.17 34.53 Kabul
71.58 34.03 Peshawar
72.36 55.00 Omsk
72.66 18.95 Bombay
73.00 34.00 Islamabad
73.00 7.00 Male
74.33 31.62 Lahore
77.23 28.59 New_Delhi
79.85 6.92 Colombo
80.03 9.69 Jaffna
80.29 13.09 Madras
85.29 27.74 Katmandu
86.00 44.36 Shihezi
88.35 22.57 Calcutta
89.50 27.50 Thimbu
89.65 27.57 Thimphu
90.41 23.71 Dacca
90.76 29.84 Llasa
93.95 24.80 Imphal
95.97 22.02 Mandalay
96.15 16.77 Rangoon
100.53 13.76 Bangkok
101.71 3.14 Kuala_Lampur
101.74 36.56 Xining
103.00 19.00 Vientian
103.85 1.29 Singapore
104.88 11.54 Phnom_Penh
105.85 21.04 Hanoi
105.88 48.01 Ulan_Bator
106.00 47.00 Urga_Mongolia
106.52 29.56 Chunking
106.67 20.86 Haiphong
106.68 10.78 Saigon
106.80 -6.27 Jakarta
107.00 -6.00 Djakarta
107.00 11.00 Ho_Chi_Min
108.87 51.88 Ulan_Ude
109.31 -0.04 Pontianak
112.22 16.77 Paracel
112.75 -7.20 Surabaya
113.25 23.14 Canton
114.00 22.50 Victoria
114.16 22.33 Kowloon
115.22 -8.75 Denpasar
115.86 -31.95 Perth
115.98 6.00 Kota
