  6.7  16.5  -1.2  185 !SAfr<-NWAFR
  6.7  16.5  -1.2  190 !SAfr<-NWAFR
  6.7  16.5  -1.2  195 !SAfr<-NWAFR
  6.7  16.5  -1.2  200 !SAfr<-NWAFR
  6.7  16.5  -1.2  205 !SAfr<-NWAFR
  6.7  16.5  -1.2  210 !SAfr<-NWAFR
  6.7  16.5  -1.2  215 !SAfr<-NWAFR
  6.7  16.5  -1.2  220 !SAfr<-NWAFR
  6.7  16.5  -1.2  225 !SAfr<-NWAFR
  6.7  16.5  -1.2  230 !SAfr<-NWAFR
  6.7  16.5  -1.2  235 !SAfr<-NWAFR
  6.7  16.5  -1.2  240 !SAfr<-NWAFR
  6.7  16.5  -1.2  245 !SAfr<-NWAFR
  6.7  16.5  -1.2  250 !SAfr<-NWAFR
  6.7  16.5  -1.2  255 !SAfr<-NWAFR
  6.7  16.5  -1.2  260 !SAfr<-NWAFR
  6.7  16.5  -1.2  265 !SAfr<-NWAFR
  6.7  16.5  -1.2  270 !SAfr<-NWAFR
  6.7  16.5  -1.2  275 !SAfr<-NWAFR
  6.7  16.5  -1.2  280 !SAfr<-NWAFR
  6.7  16.5  -1.2  285 !SAfr<-NWAFR
  6.7  16.5  -1.2  290 !SAfr<-NWAFR
  6.7  16.5  -1.2  295 !SAfr<-NWAFR
  6.7  16.5  -1.2  300 !SAfr<-NWAFR
  6.7  16.5  -1.2  305 !SAfr<-NWAFR
  6.7  16.5  -1.2  310 !SAfr<-NWAFR
  6.7  16.5  -1.2  315 !SAfr<-NWAFR
  6.7  16.5  -1.2  320 !SAfr<-NWAFR

  0.0  90.0   0.0    5 !SAfr<-NEAFR
  0.0  90.0   0.0   10 !SAfr<-NEAFR
  0.0  90.0   0.0   15 !SAfr<-NEAFR
  0.0  90.0   0.0   20 !SAfr<-NEAFR
  0.0  90.0   0.0   25 !SAfr<-NEAFR
  0.0  90.0   0.0   30 !SAfr<-NEAFR
  0.0  90.0   0.0   35 !SAfr<-NEAFR
  0.0  90.0   0.0   40 !SAfr<-NEAFR
  0.0  90.0   0.0   45 !SAfr<-NEAFR
  0.0  90.0   0.0   50 !SAfr<-NEAFR
  0.0  90.0   0.0   55 !SAfr<-NEAFR
  0.0  90.0   0.0   60 !SAfr<-NEAFR
  0.0  90.0   0.0   65 !SAfr<-NEAFR
  0.0  90.0   0.0   70 !SAfr<-NEAFR
  0.0  90.0   0.0   75 !SAfr<-NEAFR
  0.0  90.0   0.0   80 !SAfr<-NEAFR
-61.4  27.9   0.0   85 !SAfr<-NEAFR
-61.4  39.8  -0.1   90 !SAfr<-NEAFR
-61.4  40.8  -0.2   95 !SAfr<-NEAFR
-61.4  40.3  -0.3  100 !SAfr<-NEAFR
-61.4  40.6  -0.4  105 !SAfr<-NEAFR
-61.4  40.6  -0.5  110 !SAfr<-NEAFR
-61.4  40.5  -0.6  115 !SAfr<-NEAFR
-61.4  40.5  -0.7  120 !SAfr<-NEAFR
-61.4  40.5  -0.7  125 !SAfr<-NEAFR
-61.4  40.5  -0.7  130 !SAfr<-NEAFR
-61.4  40.5  -0.7  135 !SAfr<-NEAFR
-61.4  40.5  -0.7  140 !SAfr<-NEAFR
-61.4  40.5  -0.7  145 !SAfr<-NEAFR
-61.4  40.5  -0.7  150 !SAfr<-NEAFR
-61.4  40.5  -0.7  155 !SAfr<-NEAFR
-61.4  40.5  -0.7  160 !SAfr<-NEAFR
-61.4  40.5  -0.7  165 !SAfr<-NEAFR
-61.4  40.5  -0.7  170 !SAfr<-NEAFR
-61.4  40.5  -0.7  175 !SAfr<-NEAFR
-61.4  40.5  -0.7  180 !SAfr<-NEAFR
-61.4  40.5  -0.7  185 !SAfr<-NEAFR
-61.4  40.5  -0.7  190 !SAfr<-NEAFR
-61.4  40.5  -0.7  195 !SAfr<-NEAFR
-61.4  40.5  -0.7  200 !SAfr<-NEAFR
-61.4  40.5  -0.7  205 !SAfr<-NEAFR
-61.4  40.5  -0.7  210 !SAfr<-NEAFR
-61.4  40.5  -0.7  215 !SAfr<-NEAFR
-61.4  40.5  -0.7  220 !SAfr<-NEAFR
-61.4  40.5  -0.7  225 !SAfr<-NEAFR
-61.4  40.5  -0.7  230 !SAfr<-NEAFR
-61.4  40.5  -0.7  235 !SAfr<-NEAFR
-61.4  40.5  -0.7  240 !SAfr<-NEAFR
-61.4  40.4  -0.7  245 !SAfr<-NEAFR
-61.4  40.4  -0.7  250 !SAfr<-NEAFR
-61.4  40.4  -0.7  255 !SAfr<-NEAFR
-61.4  40.4  -0.7  260 !SAfr<-NEAFR
-61.4  40.4  -0.7  265 !SAfr<-NEAFR
-61.4  40.4  -0.7  270 !SAfr<-NEAFR
-61.4  40.4  -0.7  275 !SAfr<-NEAFR
-61.4  40.4  -0.7  280 !SAfr<-NEAFR
-61.4  40.4  -0.7  285 !SAfr<-NEAFR
-61.4  40.4  -0.7  290 !SAfr<-NEAFR
-61.4  40.4  -0.7  295 !SAfr<-NEAFR
-61.4  40.4  -0.7  300 !SAfr<-NEAFR
-61.4  40.4  -0.7  305 !SAfr<-NEAFR
-61.4  40.4  -0.7  310 !SAfr<-NEAFR
-61.4  40.4  -0.7  315 !SAfr<-NEAFR
-61.4  40.4  -0.7  320 !SAfr<-NEAFR

 32.9  22.7  -2.3    5 !SAfr<-India
 33.1  23.8  -4.6   10 !SAfr<-India
 27.4  27.1  -6.0   15 !SAfr<-India
 23.9  29.6  -7.5   20 !SAfr<-India
 33.2  25.1 -10.3   25 !SAfr<-India
 38.5  22.5 -13.3   30 !SAfr<-India
 41.3  22.6 -15.9   35 !SAfr<-India
 42.7  25.5 -17.4   40 !SAfr<-India
 40.1  24.2 -19.7   45 !SAfr<-India
 34.2  24.0 -23.5   50 !SAfr<-India
 29.2  22.1 -28.3   55 !SAfr<-India
 25.2  19.5 -34.4   60 !SAfr<-India
 21.9  19.0 -40.2   65 !SAfr<-India
 18.9  20.5 -44.4   70 !SAfr<-India
