36.0800 36.6700
35.8300 34.5000
34.6700 32.0000
34.0000 31.1700
32.3300 31.2500
32.1700 30.9200
34.1700 27.7500
35.0000 29.5000
34.6700 28.0000
35.1700 28.0000
37.5000 24.3300
38.7500 23.2500
39.1700 20.9200
40.7500 19.6700
42.4200 17.0000
43.5000 12.7500
47.0800 13.3300
52.2500 15.5800
52.4200 16.2500
54.8300 16.9200
57.9200 19.0800
57.8300 20.0000
59.8300 22.4200
58.8300 23.5000
56.8300 24.3300
56.2500 26.1700
54.2500 24.1700
52.4200 23.9200
51.2500 24.2500
51.5800 25.7500
51.0800 26.0000
50.6700 25.1700
50.0800 26.6700
47.7500 29.4200
48.9200 30.5000
49.5800 30.0000
50.0855 30.3767
48.3035 32.2603
45.9047 33.3562
44.3968 36.5753
42.9575 37.8425
41.0041 39.0411
36.7547 37.3973
36.0800 36.6700
