#0.00   0.00    0.00    0.0  !EUR-NAM Eurasia-North America
# Isto e uma versao para o rotconverter
129.9  68.0  37  -7.8
142.8  50.8  48  -9.8
145.0  40.0  53 -11.4
150.1  70.5  83 -20.3
152.9  75.5  90 -24.2
