AN	Antartica	62.664		-128.025	0.2210
AU	Australia	32.382		38.794		0.6207
EU	Eurasia		54.166		-104.479	0.2471
NA	North_America	-4.843		-83.134		0.1938
NU	Nubia		52.114		-81.938		0.2636
PA	Pacific		-63.862		111.423		0.6684
SA	South_America	-19.206		-133.335	0.1145 
SO	Somalia		52.876		-96.376		0.3197
